person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
200778,James,White,James White,"White, James",J. White,james-white,1982-10-21 00:00:00,Cincinnati,USA,Cincinnati/USA,6-7,215.0,4.0,4,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,james_white,2006,2012,Y,Y,Y,2006,2,31,N
2206,Rodney,White,Rodney White,"White, Rodney",R. White,rodney-white,1980-06-28 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-9,230.0,5.0,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,rodney_white,2001,2004,N,Y,Y,2001,1,9,N
1630598,Aaron,Wiggins,Aaron Wiggins,"Wiggins, Aaron",A. Wiggins,aaron-wiggins,1999-01-02 00:00:00,Maryland,USA,Maryland/USA,6-5,190.0,2.0,21,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,aaron_wiggins,2021,2023,Y,Y,Y,2021,2,55,N
2421,Frank,Williams,Frank Williams,"Williams, Frank",F. Williams,frank-williams,1980-02-25 00:00:00,Illinois,USA,Illinois/USA,6-3,212.0,4.0,30,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,frank_williams,2002,2004,Y,Y,Y,2002,1,25,N
1629684,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30 00:00:00,Tennessee,USA,Tennessee/USA,6-6,236.0,4.0,12,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,grant_williams,2019,2023,N,Y,Y,2019,1,22,N
1631114,Jalen,Williams,Jalen Williams,"Williams, Jalen",J. Williams,jalen-williams,2001-04-14 00:00:00,Santa Clara,USA,Santa Clara/USA,6-5,211.0,1.0,8,Guard-Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,jalen_williams,2022,2023,N,Y,Y,2022,1,12,N
1629057,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17 00:00:00,Texas A&M,USA,Texas A&M/USA,6-9,237.0,5.0,44,Center-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,robert_williams,2018,2023,Y,Y,Y,2018,1,27,N
2254,Loren,Woods,Loren Woods,"Woods, Loren",L. Woods,loren-woods,1978-06-21 00:00:00,Arizona,USA,Arizona/USA,7-2,260.0,7.0,33,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,loren_woods,2001,2007,Y,Y,Y,2001,2,45,N
1629624,Kenny,Wooten,Kenny Wooten,"Wooten, Kenny",K. Wooten,kenny-wooten,1998-04-17 00:00:00,Oregon,USA,Oregon/USA,6-8,235.0,1.0,45,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,kenny_wooten,2019,2019,Y,N,Y,Undrafted,Undrafted,Undrafted,N
101152,Bracey,Wright,Bracey Wright,"Wright, Bracey",B. Wright,bracey-wright,1984-07-01 00:00:00,Indiana,USA,Indiana/USA,6-3,201.0,2.0,6,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,bracey_wright,2005,2006,Y,Y,Y,2005,2,47,N
1627824,Guerschon,Yabusele,Guerschon Yabusele,"Yabusele, Guerschon",G. Yabusele,guerschon-yabusele,1995-12-17 00:00:00,Rouen Metropole,France,Rouen Metropole/France,6-8,260.0,3.0,30,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,guerschon_yabusele,2016,2018,Y,Y,Y,2016,1,16,N
2428,Vincent,Yarbrough,Vincent Yarbrough,"Yarbrough, Vincent",V. Yarbrough,vincent-yarbrough,1981-03-21 00:00:00,Tennessee,USA,Tennessee/USA,6-7,210.0,2.0,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,vincent_yarbrough,2002,2002,N,Y,Y,2002,2,32,N
